dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
3.2255394736842113,3.679096638655461,3.8352976190476182,4.077126103605998,0.9858573397675127,0.9814975537812214,0.9807295460936303,0.9787223915119251,0.4271424169954603,0.39632891701530026,0.3916232931966184,0.3881836516098611,42.857421052631594,56.36745426018509,58.50845899470899,64.8222463035847,0.005438776077735454,0.004971825987221187,0.004989909712599029,0.004823297191554454,0.07374805812857349,0.07051117632844588,0.07063929297918425,0.06944996178223897,Light Coffee
2.774717105263159,3.2435312732687995,3.205410052910053,3.458235825975958,0.9780488404159708,0.9715733417393421,0.9716624790869229,0.9673211285707202,0.47315364132585735,0.4386110355966884,0.4450409845361042,0.43782064461870335,34.17616447368424,44.5095668014041,44.19707671957669,51.16762844378259,0.007451301376385043,0.006865454761671293,0.0069302772922440565,0.006683881794055732,0.0863209208499599,0.08285803981311224,0.08324828702288148,0.0817550108192503,Light Coffee
2.7539473684210525,3.2217184342091287,3.1818650793650796,3.4321082863525163,0.9784086587369212,0.9719728848189584,0.9720785090973734,0.9678039610245619,0.47636656957474716,0.4414471860267271,0.4488476249093432,0.4420763245957621,33.4953421052632,43.726678012977345,43.39162698412701,50.23094617593875,0.007596101887119117,0.007003044428288579,0.007083004110852163,0.006841668810692792,0.08715561879258914,0.08368419461456614,0.08416058525730535,0.08271438091827074,Light Coffee
2.81479605263158,3.282403467716198,3.2371957671957663,3.4965296245080295,0.9774014456772142,0.970836793367607,0.9709649980095729,0.9664806986118395,0.4686444344815083,0.4349198715771381,0.4436252245017516,0.4352522130399931,35.15605921052634,45.626755132432734,45.249470899470914,52.44197425805765,0.007361484483206372,0.006798870704476123,0.006902272560258672,0.006642046208322337,0.08579909372019248,0.08245526486814607,0.08307991670830366,0.08149874973471886,Light Coffee
2.797355263157895,3.4869761195617475,3.3401124338624317,3.342869109669184,0.9791599567827796,0.9670846997437732,0.9693697328078952,0.9713990467794944,0.47109455656623866,0.4306466276469627,0.4438130543572483,0.4416741043903155,33.945473684210526,53.92133150728643,49.983353174603174,46.85371901925322,0.0070709458318905785,0.006432626621909022,0.00664301347596652,0.006446971788163881,0.0840889162249733,0.08020365716043765,0.08150468376704814,0.08029303698431067,Light Coffee
2.831539473684209,3.52691867886395,3.3743716931216916,3.379214977130091,0.9785881738671899,0.9663109565058602,0.9686107413149242,0.970664724503468,0.46781706047881944,0.4264359775498523,0.4407955774264471,0.43808428018508766,34.89806578947369,55.22273561323264,51.25291666666663,48.086121157323696,0.007002612924168973,0.006332808712981122,0.006556771817523304,0.0063661705427668054,0.08368161640509206,0.07957894641788821,0.08097389590184792,0.0797882857490171,Light Coffee
3.039243421052631,3.7321029677693867,3.775105820105819,3.8659251675353676,0.9876251032803842,0.9819605575899178,0.9820067762209652,0.9814468046335277,0.4398640925916591,0.3943271321163055,0.3984596231431606,0.3964065773022529,38.78141447368421,56.83973779385171,56.500952380952384,58.45862807148176,0.0056143080418975064,0.005049193106981618,0.005124175270674109,0.005010906630447214,0.07492868637509606,0.07105767451149536,0.07158334492515776,0.07078775763115551,Light Coffee
3.216243421052632,3.67499468141687,3.828955026455026,4.07205350494628,0.9859255614435777,0.98158110732508,0.9808111329238964,0.9788102164041672,0.4289781379890947,0.3968820146948295,0.39300761516911925,0.38950996154781153,42.746848684210505,56.23913679395813,58.392076719576714,64.69983246463143,0.005467990391274238,0.00496950247064197,0.004988440185745075,0.004838661143552964,0.07394586121801705,0.07049469817399015,0.07062889058837803,0.06956048550400554,Light Coffee
3.100473684210525,3.8784969684076147,3.8782142857142854,3.9233592171045633,0.9866438166896881,0.9801244069300056,0.980432431306733,0.980272428121226,0.43813815948257867,0.387650667322982,0.3963747093094791,0.3957440139435714,40.80653947368418,61.04978193809166,59.90075396825395,60.59533560259544,0.0054246736495844865,0.004812325244786356,0.004926757938257608,0.00482129557591107,0.07365238386898612,0.06937092506797322,0.07019086791212663,0.06943554979915598,Light Coffee
3.11021052631579,3.8862488033187947,3.883683862433862,3.9310379214977136,0.986518676444755,0.9799960541650742,0.9803155515446758,0.980130798672855,0.43768745666738545,0.3877045755346509,0.3962271324758342,0.3952502506786534,41.179776315789475,61.42943569832995,60.243564814814775,61.015856025954676,0.005424751601454291,0.004802079287833121,0.004931595735001822,0.004816716852226249,0.07365291305477531,0.0692970366453943,0.07022532118119376,0.06940257093383681,Light Coffee
3.0540394736842114,3.829293426231253,3.83015873015873,3.8732847569407505,0.987037696202905,0.9806528706928566,0.9809792536639811,0.9807994936525979,0.4432427830189441,0.3930591910403495,0.4009812481109323,0.40122456535828427,39.575894736842116,59.38511195617485,58.18597883597882,58.935246250398876,0.005576641577216068,0.004950292193620897,0.005070775178641414,0.00496193640638296,0.07467691462035686,0.07035831289635147,0.07120937563721096,0.0704410136666343,Light Coffee
3.067506578947368,3.5881023295394123,3.5280952380952377,3.7534105414317613,0.9847642859227469,0.9811338690939276,0.9822273612283016,0.9795528544162875,0.44318972573296983,0.40240369680981564,0.40826191691961256,0.4019091105341514,40.53275657894735,50.432773109243634,47.354351851851845,54.659298212956045,0.0052917822887811605,0.004804548638840156,0.004815162780647239,0.00464184588154234,0.07274463752594525,0.06931485150269137,0.0693913739642561,0.06813109335349272,Light Coffee
3.1186907894736837,3.5704712264652687,3.5657738095238094,3.8297189128816087,0.9840892649081404,0.9808637118232708,0.9815925176345189,0.9786654347912598,0.43785186351030736,0.40123978005338107,0.40273398145233064,0.3959885699996707,42.155046052631576,50.93787894904798,48.83933201058201,56.78951042442291,0.005393371948580329,0.004943248848216435,0.004917693439258421,0.004739916208278553,0.07343958025874282,0.0703082416805913,0.07012626782638885,0.06884704937961068,Light Coffee
3.1323355263157864,3.5862341772151893,3.580132275132276,3.8473500159557488,0.984059141558737,0.9808190372277404,0.9815707455411272,0.9786266580623587,0.43581030588998426,0.39834151312845884,0.39979425442786776,0.3923634017153001,42.32861184210526,51.170972502925245,49.006574074074045,57.019951334964354,0.0052604134998268685,0.004805733612627028,0.004780324970780495,0.004600152660619372,0.07252870810807861,0.06932339873828336,0.06913989420573693,0.06782442525093281,Light Coffee
3.1539671052631593,3.604210988192745,3.595575396825396,3.8672082757153476,0.9838414730541066,0.9807077683218097,0.9814938226755693,0.9784341059144761,0.43207821597428403,0.39500837370953334,0.39634178954811083,0.3895968448654862,42.66870394736843,51.180067280076585,48.93558862433863,57.211958834166566,0.005072531812673132,0.0046299563204217934,0.004610060652347356,0.004434968044012329,0.0712217088581363,0.068043782378861,0.06789742743541434,0.06659555573769416,Light Coffee
3.463493421052629,4.553604669715988,4.648630952380953,4.581932773109244,0.9838904649779001,0.9733606300538528,0.9721208450154386,0.9734287385840218,0.42090304287543284,0.3716867168157697,0.37385505754576626,0.37127974304921874,53.100203947368406,88.16622566748212,92.00832671957664,87.9412562493352,0.00437922775277008,0.003875105101031237,0.003893853449301529,0.003763272658458278,0.06617573386650186,0.06225034217601729,0.06240074878798755,0.06134551865016937,Light Coffee
3.402809210526316,4.300559780874376,4.4917261904761885,4.557540421231782,0.9841947801732033,0.9775913580250934,0.9758464671602566,0.9746494579583581,0.4246910949344167,0.3762020428807812,0.37709063828618333,0.37398746297475716,54.35113815789473,77.39464551643441,83.17634259259255,87.55550606318475,0.004692124112707755,0.004115637387479945,0.00411995860715685,0.004016836275343052,0.06849908110849193,0.0641532336478836,0.06418690370439167,0.06337851588151187,Light Coffee
2.8065065789473693,3.337284597383258,3.338320105820106,3.453655196255717,0.9847839568095847,0.9799211046626581,0.9798948157487607,0.97891840544611,0.4655810929097549,0.4320565226962968,0.4366032922550036,0.4328894805284797,38.21225657894737,50.77592144452718,50.63308201058205,53.31162243378362,0.007157457409972302,0.006533661217368742,0.006604338615590268,0.0064959548078234826,0.08460175772389307,0.08083106591755884,0.08126708199258953,0.0805974863616942,Light Coffee
2.7896973684210513,3.3208501755132422,3.3161309523809517,3.4347941708328893,0.984908631118348,0.9799843636736418,0.9800020829768221,0.9790360472137931,0.46776673420294396,0.4342933576892846,0.4400154949080607,0.4353894975731882,37.68089473684208,50.32444021912563,50.07361772486773,52.70872779491541,0.007218387725069249,0.0066001608987728295,0.006706897925065085,0.0065685794467979924,0.08496109536175513,0.08124137430381659,0.08189565266279453,0.08104677320410722,Light Coffee
2.8371249999999995,3.3786764705882337,3.376560846560844,3.491629879800022,0.984460061091809,0.9793885929334071,0.9794187750797011,0.9785196004804333,0.46167424892889775,0.4263382103169033,0.43162853309077726,0.4267082773648946,39.02459868421053,52.12198835230294,51.83133597883596,54.31946734389961,0.007002723640927981,0.006357325250465038,0.006447630092417622,0.006323982558823694,0.08368227793821091,0.0797328367140229,0.08029713626535895,0.07952347174780346,Light Coffee
2.7705394736842095,3.3008390064886695,3.2968253968253958,3.411166365280289,0.9850976896932755,0.9801207000442134,0.9802449787774102,0.979312758057692,0.4703993194338264,0.4386331590896403,0.44239783900409235,0.4378372856235587,37.170750000000005,49.93130385065421,49.414616402116394,51.96062918838422,0.007355891858552628,0.006739671208561369,0.006815870960009509,0.00668494168482072,0.0857664961307889,0.08209550053785755,0.08255828825750634,0.08176149267730329,Light Coffee
2.814822368421053,3.3552015743006054,3.349801587301585,3.4625505265397294,0.9846846807089881,0.9795927524292445,0.9796955271379569,0.9788146383717906,0.4641387860970931,0.42960269528881156,0.43508130806699546,0.4299096073888072,38.318282894736875,51.41502233804916,50.94488095238091,53.37543213487927,0.007142851519217453,0.006497843671951374,0.006582366880651431,0.006452465695259033,0.08451539220294403,0.08060920339484427,0.08113178711609545,0.08032724130243135,Light Coffee
3.4912105263157893,4.581394266567388,4.673994708994709,4.613073077332196,0.9835783584055179,0.9729401557742339,0.9716697445544832,0.9729540701044543,0.4188873363603637,0.3703845375369141,0.37224361622812424,0.3698233888563081,54.014289473684144,89.36704206999252,93.29793650793651,89.32132219976593,0.004311197260214678,0.0038160506881621988,0.003831858951142185,0.0037125359350527374,0.0656597080424112,0.0617741911170207,0.06190201088124832,0.06093058292067078,Light Coffee
3.4496118421052593,4.532842250824384,4.624371693121692,4.568862355068608,0.9840103333927424,0.9735641146600951,0.972329870267105,0.9735611988946709,0.42083954141923186,0.37315789771799535,0.37573807099495204,0.37137751353778137,52.49990131578947,87.15195192000856,90.96236111111106,87.1618843740028,0.004367492836738223,0.0038782051489219694,0.0038914387501399724,0.003756145136157991,0.0660870095914335,0.06227523704428566,0.06238139746863621,0.061287397857618255,Light Coffee
3.465611842105264,4.549914902669932,4.641111111111107,4.586081267950216,0.983771407299544,0.9733046531323416,0.9720658185883276,0.9732439576189721,0.4209410848460644,0.372511293657778,0.3747437661106245,0.3718154444330648,53.217914473684246,87.89659344750555,91.71359788359788,88.09669184129345,0.00440809916031856,0.0038960044408372875,0.0038986861938705496,0.0037732962726052927,0.06639351745704214,0.062417981710700066,0.062439460230454824,0.061427162335609256,Light Coffee
3.5123749999999996,4.601132858206571,4.69174603174603,4.633310286139773,0.9833811127597176,0.9727396740355675,0.9714580486409433,0.9726838694346008,0.4162769331904767,0.3677743508369594,0.3704317684552179,0.3674867647603062,54.673493421052626,90.0452212530582,94.0111111111111,90.22977608765022,0.004283939620844874,0.003774274152222885,0.0037952469748187326,0.003683961978372227,0.0654518114405161,0.061435121487817414,0.06160557584195389,0.06069565040735808,Light Coffee
3.3453486842105282,4.251901393468782,4.435462962962962,4.500026592915648,0.9848969450383057,0.9783313561406655,0.9766477397535721,0.9755469895322596,0.43042072311970214,0.380438630047986,0.38177704616566216,0.378683331794225,52.184809210526346,75.1954978193809,80.80248677248677,84.85810020210623,0.004777704964508312,0.004176377216720782,0.004189833755004059,0.004082582585684209,0.06912094447060393,0.06462489626081254,0.06472892518035549,0.06389509046620256,Light Coffee
3.3329144736842107,4.239136793958087,4.420608465608465,4.4888841612594375,0.9850311458197124,0.9785313077148687,0.9768978344301434,0.9757658544402319,0.43061502450835404,0.37921259855234807,0.3826104403199086,0.37827282528896944,51.73769078947371,74.52587490692483,79.96243386243377,84.1259839378789,0.004751430163608032,0.004151717540944856,0.004172954350207158,0.004045547602352907,0.06893061847690062,0.06443382295770488,0.06459840826372704,0.06360461934759855,Light Coffee
3.4104342105263172,4.316375917455589,4.505257936507939,4.572179821295607,0.9842040410428139,0.9775304233087363,0.9757917849270553,0.9746501755661823,0.4245151978928645,0.3749992652306929,0.3763084309313178,0.3723039626898199,54.58881578947371,77.98996117434318,83.77837962962965,87.987255345176,0.004633969875346263,0.004072863767480279,0.0040714922813261094,0.003955021859187137,0.0680732684344322,0.0638189922161129,0.06380824618594456,0.06288896452627549,Light Coffee
3.337776315789474,4.230407669396871,4.417169312169311,4.48761434953728,0.9848708983875604,0.9784369156580626,0.9767572899261787,0.9755830786266663,0.4308958907146316,0.3827086630164616,0.3844878134857144,0.3802049680306502,52.06624999999998,74.53221066907773,80.10161375661374,84.39657350281884,0.0048222275579986144,0.004254575784985186,0.0042627315033523655,0.004138217348071964,0.06944226060547434,0.06522710927969433,0.06528959720623466,0.06432897751458486,Light Coffee
3.3411315789473655,4.507173438995853,4.641395502645501,4.6798478885224934,0.9858019385333567,0.9749676812402613,0.9723411400350287,0.9725089685202507,0.422089574384755,0.3741959327984567,0.38110824426092266,0.3783215567434965,48.558973684210486,85.963202052973,94.71800925925929,94.40689820231883,0.004458509002770078,0.0040188394600490784,0.004096619241832534,0.00391099013824169,0.0667720675340376,0.06339431725359204,0.0640048376439823,0.06253790960882599,Light Coffee
3.429467105263156,4.305519359642589,4.33716931216931,4.515949101159453,0.9827419757185812,0.9745275007492721,0.9735676505741987,0.9715161786713832,0.41063642422493696,0.37206180880755474,0.3768413085661256,0.36917708573283237,50.149388157894734,74.27804887777896,76.87119047619045,83.05930885012232,0.003906519953254844,0.0035855349440288846,0.003619015468841856,0.00341171281437304,0.06250215958872817,0.05987933653631179,0.06015825353882754,0.05840986915216503,Light Coffee
3.7475065789473696,4.454572651845546,4.299001322751322,4.550473353898519,0.9815471790324459,0.97477319749206,0.9755159148431203,0.9734510047785546,0.4374175101981726,0.4070918965084564,0.41676223842656945,0.40601825130561164,71.37799342105268,98.16407164131472,94.93696428571423,103.30902297627908,0.005683955700311636,0.005209716613065382,0.005302250886208389,0.00514093989027555,0.07539201350482448,0.07217836665556641,0.07281655640174417,0.07170034790902727,Light Coffee
3.772756578947366,4.477947824699498,4.315641534391534,4.567791990213806,0.9813689886594054,0.9746317711202142,0.9754245992304539,0.9733081427553878,0.43635830131623904,0.40620001217554896,0.41562827068682684,0.40629592618425175,71.9138355263158,98.50325098393778,95.08716269841277,103.64303664503771,0.005621026077735456,0.005146997444450786,0.005244216571659527,0.005075881868046894,0.07497350250412112,0.07174257762619618,0.07241696328664664,0.07124522347531022,Light Coffee
3.780671052631575,4.486869747899156,4.322182539682537,4.576993139027762,0.9812807120857491,0.9744816933530788,0.9753005909614559,0.9731890758560412,0.43576653582226355,0.4063633770172189,0.4162355682281003,0.4058124518631554,72.19277631578953,99.00117673651732,95.48490740740736,104.01624162323156,0.005575646965893354,0.005110593467395817,0.005213740254332182,0.00504093875461011,0.0746702548937216,0.07148841491735439,0.07220623417913569,0.07099956869312735,Light Coffee
3.5434539473684206,4.657988511860443,4.405846560846561,4.2173571960429745,0.9828429669078516,0.9703015485455525,0.9723760995260685,0.9754446013116354,0.4119800355274684,0.3684079841079668,0.38665276886682975,0.38778022568950116,52.63938815789477,91.46374055951493,84.8509126984127,75.62446814168707,0.0041545439317867,0.003729802253957655,0.003929807505563954,0.0037762137788421675,0.06445575173548672,0.061072107004406316,0.0626881767605659,0.061450905435495154,Light Coffee
3.51732894736842,4.626602223167749,4.373108465608468,4.189427986384427,0.9832490364614614,0.9708676332292508,0.9729182043606164,0.9759563235756876,0.4138718659087744,0.3720552825676083,0.39045834207480107,0.39026954129467245,51.49028947368421,89.88360945644074,83.33562169312172,74.18324513349644,0.004216027744113573,0.0038192059405385563,0.004015781114400492,0.0038529542901215626,0.06493094596656954,0.06179972443739985,0.06337019105542047,0.06207217001299022,Light Coffee
3.3405723684210527,4.502665939793637,4.640416666666667,4.678837357727902,0.985836006468514,0.974996837111095,0.9723642008086373,0.9725333131892905,0.42169711433104984,0.3753509509305459,0.3812373661544724,0.3792082853210695,48.34063815789473,85.68251382831617,94.43929232804228,94.12499999999999,0.00447315073147507,0.004052131654392721,0.004119670086398756,0.00394668847909721,0.06688161729111423,0.06365635596225032,0.06418465616016616,0.06282267488015143,Light Coffee
3.3810263157894727,4.549004095309007,4.6895701058201045,4.726611530688224,0.9854199768953272,0.9743319327437807,0.9716812809343424,0.9718667594861546,0.4186707948184058,0.37259200122329833,0.37816944576223105,0.3749388537562561,49.807421052631575,88.04396473779383,96.86281084656088,96.50025263269869,0.0044415774757617715,0.0040341440307614,0.00411449888983371,0.003910734314732612,0.0666451609328222,0.06351491187714425,0.0641443597663404,0.06253586422791814,Light Coffee
3.342526315789471,4.5148454951600865,4.656177248677249,4.6880650994575035,0.985793846522251,0.9748205204619657,0.9721722972416788,0.9724110741081818,0.4220200498918737,0.37575416407703477,0.38146949860392215,0.37865319906747236,48.51742105263159,86.34426523774061,95.15609788359787,94.6069700031911,0.004497550856994458,0.0040857576391891155,0.004167122455978275,0.003964336146522567,0.06706378200634422,0.06391993147046636,0.0645532528690714,0.0629629744097479,Light Coffee
3.470881578947368,4.652822837995957,4.791904761904757,4.829173758110842,0.9845578657654616,0.9729944926626451,0.9702897617278088,0.9704618405461838,0.4114455073802267,0.3653259889544045,0.37143144384685756,0.36870402662818735,53.0077236842105,93.07983858100201,102.11260582010583,101.80970774385696,0.004268598273026318,0.003861561151200161,0.003950594232034374,0.0037644849692942753,0.065334510582282,0.06214146080677667,0.06285375272833257,0.061355398860200354,Light Coffee
3.4289539473684223,4.6082331666843945,4.7532407407407415,4.785501542389106,0.984958770164366,0.9735828426849396,0.9708640311441726,0.9710687316590201,0.4154757935613976,0.3688992349451975,0.37392480996260996,0.37203950176215894,51.49454605263162,90.8096080204233,99.87145502645501,99.45235879161783,0.004336376017139889,0.003916239337863102,0.003996263971123428,0.0038227820773940424,0.06585116564754104,0.06257986367724927,0.06321601040182327,0.06182865094269842,Light Coffee
3.3497894736842104,4.52604111264759,4.666911375661373,4.696548239548981,0.9857607194533626,0.9747474356904631,0.9720846921227204,0.9723401382227261,0.42246314107535216,0.37448685408678506,0.3807708202810226,0.37891720622080144,48.603394736842105,86.5460256887565,95.40074735449731,94.79681682799696,0.00451738649151662,0.004085898589633219,0.0041805839439685325,0.003988448948719047,0.06721150564833836,0.06392103401567609,0.06465743533398563,0.06315416810250173,Light Coffee
